NO.	ANG	POL	book_unit_lesson	part_of_speech	audio
814	sleeping bag	śpiwór	BG2_U4_L1	Wakacje	0
815	souvenir	pamiątka	BG2_U4_L1	Wakacje	0
816	sunbathing	opalanie	BG2_U4_L1	Wakacje	0
817	sun cream	krem przeciwsłoneczny	BG2_U4_L1	Wakacje	0
818	tent	namiot	BG2_U4_L1	Wakacje	0
819	torch	latarka	BG2_U4_L1	Wakacje	0
820	turn down	ściszyć	BG2_U4_L1	Wakacje	0
821	art gallery	galeria sztuki	BG2_U4_L2	Wakacje w mieście	0
822	ancient	starożytny	BG2_U4_L2	Wakacje w mieście	0
823	bustling	tętniący życiem	BG2_U4_L2	Wakacje w mieście	0
824	cathedral	katedra	BG2_U4_L2	Wakacje w mieście	0
825	church	kościół	BG2_U4_L2	Wakacje w mieście	0
826	cosmopolitan	kosmopolityczny	BG2_U4_L2	Wakacje w mieście	0
827	crowded	zatłoczony	BG2_U4_L2	Wakacje w mieście	0
828	fountain	fontanna	BG2_U4_L2	Wakacje w mieście	0
829	lively	pełen życia	BG2_U4_L2	Wakacje w mieście	0
830	main square	główny plac / rynek	BG2_U4_L2	Wakacje w mieście	0
831	modern	nowoczesny	BG2_U4_L2	Wakacje w mieście	0
832	museum	muzeum	BG2_U4_L2	Wakacje w mieście	0
833	monument	zabytek / pomnik	BG2_U4_L2	Wakacje w mieście	0
834	picturesque	malowniczy	BG2_U4_L2	Wakacje w mieście	0
835	polluted	zanieczyszczony	BG2_U4_L2	Wakacje w mieście	0
836	shopping centre	centrum handlowe	BG2_U4_L2	Wakacje w mieście	0
837	statue	pomnik	BG2_U4_L2	Wakacje w mieście	0
838	stay at	zatrzymać się w	BG2_U4_L2	Wakacje w mieście	0
839	think something through	przemyśleć	BG2_U4_L2	Wakacje w mieście	0
840	touristy	nastawione na turystów (negatywne)	BG2_U4_L2	Wakacje w mieście	0
841	visit to	wizyta w	BG2_U4_L2	Wakacje w mieście	0
842	boiling hot	upalnie	BG2_U4_L3	Pogoda	0
843	breeze	bryza	BG2_U4_L3	Pogoda	0
844	chilly	chłodno	BG2_U4_L3	Pogoda	0
845	cloud	chmura	BG2_U4_L3	Pogoda	0
846	cloudy	pochmurno	BG2_U4_L3	Pogoda	0
847	degrees Centigrade	stopnie Celsjusza	BG2_U4_L3	Pogoda	0
848	dry	sucho	BG2_U4_L3	Pogoda	0
849	fog	mgła	BG2_U4_L3	Pogoda	0
850	foggy	mgliście	BG2_U4_L3	Pogoda	0
851	freezing	mroźnie	BG2_U4_L3	Pogoda	0
852	humid	wilgotno	BG2_U4_L3	Pogoda	0
853	rain	deszcz	BG2_U4_L3	Pogoda	0
854	rainy	deszczowo	BG2_U4_L3	Pogoda	0
855	snow	śnieg	BG2_U4_L3	Pogoda	0
856	snowy	śnieżnie	BG2_U4_L3	Pogoda	0
857	storm	burza / sztorm	BG2_U4_L3	Pogoda	0
858	sun	słońce	BG2_U4_L3	Pogoda	0
859	sunny	słonecznie	BG2_U4_L3	Pogoda	0
860	thunder and lightning	grzmot i błyskawica	BG2_U4_L3	Pogoda	0
861	warm	ciepło	BG2_U4_L3	Pogoda	0
862	weather forecast	prognoza pogody	BG2_U4_L3	Pogoda	0
863	wet	mokro	BG2_U4_L3	Pogoda	0
864	wind	wiatr	BG2_U4_L3	Pogoda	0
865	windy	wietrznie	BG2_U4_L3	Pogoda	0
866	double-decker	autobus piętrowy	BG2_U4_L3	Słownictwo ogólne	0
867	invite over	zaprosić do	BG2_U4_L3	Słownictwo ogólne	0
868	hitchhike	jechać autostopem	BG2_U4_L3	Słownictwo ogólne	0
869	open-top	bez dachu	BG2_U4_L3	Słownictwo ogólne	0
870	sightseeing tour	wycieczka ze zwiedzaniem	BG2_U4_L3	Słownictwo ogólne	0
871	afford	pozwolić sobie / stać kogoś na coś	BG2_U4_L4	Słownictwo ogólne	0
872	be off	mieć wolne	BG2_U4_L4	Słownictwo ogólne	0
873	fall ill	zachorować	BG2_U4_L4	Słownictwo ogólne	0
874	garlic sauce	sos czosnkowy	BG2_U4_L4	Słownictwo ogólne	0
875	ingredient	składnik	BG2_U4_L4	Słownictwo ogólne	0
876	in advance	z góry	BG2_U4_L4	Słownictwo ogólne	0
877	naughty	niegrzeczny	BG2_U4_L4	Słownictwo ogólne	0
878	redecorate	remontować	BG2_U4_L4	Słownictwo ogólne	0
879	responsibility	obowiązek	BG2_U4_L4	Słownictwo ogólne	0
880	sight	widok	BG2_U4_L4	Słownictwo ogólne	0
881	What a shame	Jaka szkoda!	BG2_U4_L4	Słownictwo ogólne	0
882	whine	narzekać	BG2_U4_L4	Słownictwo ogólne	0
883	You're kidding me	Chyba żartujesz!	BG2_U4_L4	Słownictwo ogólne	0
884	baseball	baseball	BG2_U5_L1	Sport	0
885	basketball	koszykówka	BG2_U5_L1	Sport	0
886	bowling	kręgle	BG2_U5_L1	Sport	0
887	chess	szachy	BG2_U5_L1	Sport	0
888	climb	wspinać się	BG2_U5_L1	Sport	0
889	climbing	wspinaczka	BG2_U5_L1	Sport	0
890	cycle	jeździć na rowerze	BG2_U5_L1	Sport	0
891	cycling	jazda na rowerze	BG2_U5_L1	Sport	0
892	dive	nurkować	BG2_U5_L1	Sport	0
893	diving	nurkowanie	BG2_U5_L1	Sport	0
894	fish	wędkować	BG2_U5_L1	Sport	0
895	fishing	wędkowanie	BG2_U5_L1	Sport	0
896	football	piłka nożna	BG2_U5_L1	Sport	0
897	gymnastics	gimnastyka	BG2_U5_L1	Sport	0
898	ride a horse	jeździć konno	BG2_U5_L1	Sport	0
899	horse riding	jazda konna	BG2_U5_L1	Sport	0
900	motor racing	wyścigi samochodowe	BG2_U5_L1	Sport	0
901	ride a bike	jeździć na rowerze	BG2_U5_L1	Sport	0
902	ride a bike	jazda na rowerze	BG2_U5_L1	Sport	0
903	roller-skate	jeździć na rolkach	BG2_U5_L1	Sport	0
904	roller-skating	jazda na rolkach	BG2_U5_L1	Sport	0
905	run	biegać	BG2_U5_L1	Sport	0
906	running	bieganie	BG2_U5_L1	Sport	0
907	sail	żeglować	BG2_U5_L1	Sport	0
908	sailing	żeglowanie	BG2_U5_L1	Sport	0
909	skateboard	jeździć na deskorolce	BG2_U5_L1	Sport	0
910	skateboarding	jazda na deskorolce	BG2_U5_L1	Sport	0
911	skate	jeździć na łyżwach	BG2_U5_L1	Sport	0
912	skating	łyżwiarstwo	BG2_U5_L1	Sport	0
913	ski	jeździć na nartach	BG2_U5_L1	Sport	0
914	skiing	jazda na nartach	BG2_U5_L1	Sport	0
915	table-tennis	tenis stołowy	BG2_U5_L1	Sport	0
916	volleyball	siatkówka	BG2_U5_L1	Sport	0
917	yoga	joga	BG2_U5_L1	Sport	0
918	boring	nudny	BG2_U5_L1	Słownictwo ogólne	0
919	hard	ciężki, trudny	BG2_U5_L1	Słownictwo ogólne	0
920	I can’t wait	Nie mogę się doczekać.	BG2_U5_L1	Słownictwo ogólne	0
921	let's play	Zagrajmy	BG2_U5_L1	Słownictwo ogólne	0
922	quite	całkiem / dość	BG2_U5_L1	Słownictwo ogólne	0
923	slow	wolny	BG2_U5_L1	Słownictwo ogólne	0
924	tired	zmęczony	BG2_U5_L1	Słownictwo ogólne	0
925	why don't you	A może ...?	BG2_U5_L1	Słownictwo ogólne	0
926	pool	bilard	BG2_U5_L2	Hobby	0
927	collect stamps	zbierać znaczki	BG2_U5_L2	Hobby	0
928	dance	tańczyć	BG2_U5_L2	Hobby	0
929	darts	rzutki	BG2_U5_L2	Hobby	0
930	do crosswords	rozwiązywać krzyżówki	BG2_U5_L2	Hobby	0
931	do the shopping	robić zakupy	BG2_U5_L2	Hobby	0
932	do the gardening	pracować w ogrodzie	BG2_U5_L2	Hobby	0
933	game of cards	gra w karty	BG2_U5_L2	Hobby	0
934	go to the cinema	iść do kina	BG2_U5_L2	Hobby	0
935	go to a concert	iść na koncert	BG2_U5_L2	Hobby	0
936	go to the gym	iść na siłownię	BG2_U5_L2	Hobby	0
937	knit	robić na drutach	BG2_U5_L2	Hobby	0
938	knitting	robienie na drutach	BG2_U5_L2	Hobby	0
939	learn languages	uczyć się języków obcych	BG2_U5_L2	Hobby	0
940	listen to music	słuchać muzyki	BG2_U5_L2	Hobby	0
941	listen to the radio	słuchać radia			0
942	meet friends	spotykać się z przyjaciółmi	BG2_U5_L2	Hobby	0
943	paint	malować	BG2_U5_L2	Hobby	0
944	play computer games	grać w gry komputerowe	BG2_U5_L2	Hobby	0
945	play the guitar	grać na gitarze	BG2_U5_L2	Hobby	0
946	read a book	czytać książkę	BG2_U5_L2	Hobby	0
947	surf the net	surfować po Internecie	BG2_U5_L2	Hobby	0
948	take photos	robić zdjęcia	BG2_U5_L2	Hobby	0
949	watch tv	oglądać telewizję	BG2_U5_L2	Hobby	0
950	accept	zaakceptować	BG2_U5_L2	Słownictwo ogólne	0
951	among	pośród	BG2_U5_L2	Słownictwo ogólne	0
952	gym	siłownia	BG2_U5_L2	Słownictwo ogólne	0
953	lose	przegrać	BG2_U5_L2	Słownictwo ogólne	0
954	obese	otyły	BG2_U5_L2	Słownictwo ogólne	0
955	quiet	cichy, spokojny	BG2_U5_L2	Słownictwo ogólne	0
956	shopaholic	zakupoholik, zakupoholiczka	BG2_U5_L2	Słownictwo ogólne	0
957	tiring	męczący	BG2_U5_L2	Słownictwo ogólne	0
958	what else	co jeszcze ... ?	BG2_U5_L2	Słownictwo ogólne	0
959	skating	łyżwiarstwo	BG2_U5_L3	Sporty zimowe	0
960	ice hockey	Hokej na lodzie	BG2_U5_L3	Sporty zimowe	0
961	skiing	jazda na nartach	BG2_U5_L3	Sporty zimowe	0
962	ski-jumping	skoki narciarskie	BG2_U5_L3	Sporty zimowe	0
963	snowboarding	jazda na snowboardzie	BG2_U5_L3	Sporty zimowe	0
964	archery	łucznictwo	BG2_U5_L3	Sporty letnie	0
965	athletics	lekkoatletyka	BG2_U5_L3	Sporty letnie	0
966	beach ball	piłka plażowa	BG2_U5_L3	Sporty letnie	0
967	fencing	szermierka	BG2_U5_L3	Sporty letnie	0
968	field hockey	hokej	BG2_U5_L3	Sporty letnie	0
969	martial arts	sztuki walki	BG2_U5_L3	Sporty letnie	0
970	rowing	wioślarstwo	BG2_U5_L3	Sporty letnie	0
971	scuba diving	nurkowanie głębinowe	BG2_U5_L3	Sporty letnie	0
972	bungee-jumping	skakanie na bungee	BG2_U5_L3	Sporty ekstremalne	0
973	hang-gliding	lotniarstwo	BG2_U5_L3	Sporty ekstremalne	0
974	kite-surfing	pływanie na desce z latawcem	BG2_U5_L3	Sporty ekstremalne	0
975	parachuting	skakanie ze spadochronem	BG2_U5_L3	Sporty ekstremalne	0
976	sky-diving	akrobacje spadochronowe	BG2_U5_L3	Sporty ekstremalne	0
977	adrenaline	adrenalina	BG2_U5_L3	Słownictwo ogólne	0
978	adventure	przygoda	BG2_U5_L3	Słownictwo ogólne	0
979	be afraid of somethings	obawiać się czegoś	BG2_U5_L3	Słownictwo ogólne	0
980	risk	ryzyko,  ryzykować	BG2_U5_L3	Słownictwo ogólne	0
981	search	szukać	BG2_U5_L3	Słownictwo ogólne	0
982	such as	taki jak	BG2_U5_L3	Słownictwo ogólne	0
983	blogging	pisanie bloga	BG2_U5_L4	Rekreacja	0
984	carpentry	stolarstwo	BG2_U5_L4	Rekreacja	0
985	compose music	komponować muzykę	BG2_U5_L4	Rekreacja	0
986	dance samba	tańczyć sambę	BG2_U5_L4	Rekreacja	0
987	history	historia	BG2_U5_L4	Rekreacja	0
988	interior design	dekorowanie wnętrz	BG2_U5_L4	Rekreacja	0
989	jewellery making	robienie biżuterii	BG2_U5_L4	Rekreacja	0
990	play the guitar	grać na gitarze	BG2_U5_L4	Rekreacja	0
991	politics	polityka	BG2_U5_L4	Rekreacja	0
992	scrapbooking	wyklejanie w albumie	BG2_U5_L4	Rekreacja	0
993	travelling	podróżowanie	BG2_U5_L4	Rekreacja	0
994	volunteering at an animal shelter	pełnienie wolontariatu w schroniksu dla zwierząt	BG2_U5_L4	Rekreacja	0
995	wine tasting	testowanie wina	BG2_U5_L4	Rekreacja	0
996	write poems	pisać wiersze	BG2_U5_L4	Rekreacja	0
997	competition	rywalizacja, zawody	BG2_U5_L4	Słownictwo ogólne	0
998	creative	twórczy, kreatywny	BG2_U5_L4	Słownictwo ogólne	0
999	create	tworzyć	BG2_U5_L4	Słownictwo ogólne	0
1000	design	projektować	BG2_U5_L4	Słownictwo ogólne	0
1001	do it yourself	majsterkować	BG2_U5_L4	Słownictwo ogólne	0
1002	imagination	wyobraźnia	BG2_U5_L4	Słownictwo ogólne	0
1003	Prime Minister	premier	BG2_U5_L4	Słownictwo ogólne	0
1004	the news	wiadomości	BG2_U5_L4	Słownictwo ogólne	0
1005					0
1006					0
1007					
